MERCADO,CATEGORIA,MARCA,VARIABLES,RY 2023,RY 2024
TOTAL SELF SERVICE,PASTELITOS + BUDINES + BAÑADOS,MARINELA,Vtas Unds (000),1524.79,2151.009
TOTAL SELF SERVICE,PASTELITOS + BUDINES + BAÑADOS,BIMBO,Vtas Unds (000),1421.608,1367.282
TOTAL SELF SERVICE,PASTELITOS + BUDINES + BAÑADOS,CANCUN,Vtas Unds (000),861.72,1014.516
TOTAL SELF SERVICE,PASTELITOS + BUDINES + BAÑADOS,O.MARCAS,Vtas Unds (000),212.543,615.276
TOTAL SELF SERVICE,POLVOS CHOCOLATADOS,,Vtas Unds (000),6064.049,6811.151
TOTAL SELF SERVICE,POLVOS CHOCOLATADOS,MILO,Vtas Unds (000),1945.225,2290.801
TOTAL SELF SERVICE,POLVOS CHOCOLATADOS,NESQUIK,Vtas Unds (000),1097.673,1096.778
TOTAL SELF SERVICE,POLVOS CHOCOLATADOS,WINTER S,Vtas Unds (000),1192.563,1379.996
TOTAL SELF SERVICE,POLVOS CHOCOLATADOS,CHOCOLISTO,Vtas Unds (000),560.347,538.401
TOTAL SELF SERVICE,POLVOS CHOCOLATADOS,O. MARCAS,Vtas Unds (000),169.455,469.432
TOTAL SELF SERVICE,POST WASH,,Vtas Unds (000),9047.675,10099.725
TOTAL SELF SERVICE,POST WASH,ELVIVE,Vtas Unds (000),865.781,1138.833
TOTAL SELF SERVICE,POST WASH,PANTENE,Vtas Unds (000),1638.726,2094.847
TOTAL SELF SERVICE,POST WASH,HERBAL ESSENCES,Vtas Unds (000),341.099,461.932
TOTAL SELF SERVICE,POST WASH,AMARAS,Vtas Unds (000),1349.314,1212.838
TOTAL SELF SERVICE,POST WASH,NUTRIBELA 15,Vtas Unds (000),795.573,786.456
TOTAL SELF SERVICE,PROTECCION SANITARIA FEMENINA,,Vtas Unds (000),10340.293,11629.848
TOTAL SELF SERVICE,PROTECCION SANITARIA FEMENINA,NOSOTRAS NATURAL BUE.NOCHES,Vtas Unds (000),1326.64,1465.275
TOTAL SELF SERVICE,PROTECCION SANITARIA FEMENINA,LADYSOFT NORMAL,Vtas Unds (000),1140.166,1198.118
TOTAL SELF SERVICE,PROTECCION SANITARIA FEMENINA,KOTEX NORMAL,Vtas Unds (000),926.233,996.853
TOTAL SELF SERVICE,PROTECCION SANITARIA FEMENINA,NOSOTRAS DIAR.NORMAL,Vtas Unds (000),711.801,1324.391
TOTAL SELF SERVICE,PROTECCION SANITARIA FEMENINA,NOSOTRAS NATURAL ALAS TELA GEL,Vtas Unds (000),816.019,982.876
TOTAL SELF SERVICE,QUITAMANCHAS Y PRELAVADO,,Vtas Unds (000),2719.63,3200.12
TOTAL SELF SERVICE,QUITAMANCHAS Y PRELAVADO,CLOROX,Vtas Unds (000),967.146,1412.117
TOTAL SELF SERVICE,QUITAMANCHAS Y PRELAVADO,VANISH,Vtas Unds (000),531.982,553.11
TOTAL SELF SERVICE,QUITAMANCHAS Y PRELAVADO,SAPOLIO,Vtas Unds (000),376.437,374.163
TOTAL SELF SERVICE,QUITAMANCHAS Y PRELAVADO,LUA,Vtas Unds (000),,423.482
TOTAL SELF SERVICE,QUITAMANCHAS Y PRELAVADO,LA OCA,Vtas Unds (000),43.884,46.731
TOTAL SELF SERVICE,ROLLOS DE PAPEL P/COCINA,,Vtas Unds (000),7140.428,7109.078
TOTAL SELF SERVICE,ROLLOS DE PAPEL P/COCINA,NOVA,Vtas Unds (000),2711.217,3512.463
TOTAL SELF SERVICE,ROLLOS DE PAPEL P/COCINA,SCOTT,Vtas Unds (000),1253.78,1170.821
TOTAL SELF SERVICE,ROLLOS DE PAPEL P/COCINA,ELITE,Vtas Unds (000),1136.828,656.234
TOTAL SELF SERVICE,ROLLOS DE PAPEL P/COCINA,M PROPIAS,Vtas Unds (000),1621.247,1016.792
TOTAL SELF SERVICE,ROLLOS DE PAPEL P/COCINA,PARACAS,Vtas Unds (000),357.584,692.134
TOTAL SELF SERVICE,SERVILLETAS DE PAPEL,,Vtas Unds (000),3999.75,3831.896
TOTAL SELF SERVICE,SERVILLETAS DE PAPEL,ELITE,Vtas Unds (000),2319.193,1853.658
TOTAL SELF SERVICE,SERVILLETAS DE PAPEL,SCOTT,Vtas Unds (000),655.787,740.931
TOTAL SELF SERVICE,SERVILLETAS DE PAPEL,M PROPIAS,Vtas Unds (000),1005.065,1214.067
TOTAL SELF SERVICE,SERVILLETAS DE PAPEL,O MARCAS,Vtas Unds (000),12.456,16.728
TOTAL SELF SERVICE,SERVILLETAS DE PAPEL,RENDIPEL,Vtas Unds (000),6.929,6.456
TOTAL SELF SERVICE,SHAMPOO,,Vtas Unds (000),15836.303,17376.649
TOTAL SELF SERVICE,SHAMPOO,H&S,Vtas Unds (000),3287.975,3969.104
TOTAL SELF SERVICE,SHAMPOO,PANTENE,Vtas Unds (000),1564.426,2035.133
TOTAL SELF SERVICE,SHAMPOO,ELVIVE,Vtas Unds (000),897.468,1137.635
TOTAL SELF SERVICE,SHAMPOO,SAVITAL,Vtas Unds (000),1883.662,1788.368
TOTAL SELF SERVICE,SHAMPOO,SEDAL,Vtas Unds (000),1796.984,2075.583
TOTAL SELF SERVICE,ST_CREMAS DENTALES,,Vtas Unds (000),12684.724,13766.717
TOTAL SELF SERVICE,ST_CREMAS DENTALES,COLGATE,Vtas Unds (000),7595.735,8208.302
TOTAL SELF SERVICE,ST_CREMAS DENTALES,ORAL B,Vtas Unds (000),1082.097,889.732
TOTAL SELF SERVICE,ST_CREMAS DENTALES,DENTO,Vtas Unds (000),1307.392,1184.001
TOTAL SELF SERVICE,ST_CREMAS DENTALES,SENSODYNE,Vtas Unds (000),338.731,339.77
TOTAL SELF SERVICE,ST_CREMAS DENTALES,O. MARCAS,Vtas Unds (000),1153.856,1947.885
TOTAL SELF SERVICE,ST_SUAVIZANTES,,Vtas Unds (000),6928.682,7276.51
TOTAL SELF SERVICE,ST_SUAVIZANTES,SUAVITEL,Vtas Unds (000),2901.828,2674.64
TOTAL SELF SERVICE,ST_SUAVIZANTES,DOWNY,Vtas Unds (000),2702.385,2452.821
TOTAL SELF SERVICE,ST_SUAVIZANTES,BOLIVAR,Vtas Unds (000),696.132,779.27
TOTAL SELF SERVICE,ST_SUAVIZANTES,M PROPIAS,Vtas Unds (000),435.511,413.702
TOTAL SELF SERVICE,ST_SUAVIZANTES,LUA,Vtas Unds (000),,721.954
TOTAL SELF SERVICE,TOSTADAS,,Vtas Unds (000),2636.764,2670.753
TOTAL SELF SERVICE,TOSTADAS,BIMBO,Vtas Unds (000),1057.137,1027.965
TOTAL SELF SERVICE,TOSTADAS,M PROPIAS,Vtas Unds (000),791.504,737.712
TOTAL SELF SERVICE,TOSTADAS,UNION,Vtas Unds (000),299.599,280.856
TOTAL SELF SERVICE,TOSTADAS,O MARCAS,Vtas Unds (000),159.94,306.282
TOTAL SELF SERVICE,TOSTADAS,PYC,Vtas Unds (000),167.236,179.21
TOTAL SELF SERVICE,YOGHURT,,Vtas Unds (000),89894.192,87240.472
TOTAL SELF SERVICE,YOGHURT,GLORIA,Vtas Unds (000),56305.859,50762.07
TOTAL SELF SERVICE,YOGHURT,LAIVE,Vtas Unds (000),18414.096,18820.199
TOTAL SELF SERVICE,YOGHURT,DANLAC,Vtas Unds (000),2625.509,3711.049
TOTAL SELF SERVICE,YOGHURT,VAKIMU,Vtas Unds (000),1097.609,1637.721
TOTAL SELF SERVICE,YOGHURT,TIGO,Vtas Unds (000),2353.31,2952.994
TOTAL TRADICIONALES,ACEITES COMESTIBLES,,Vtas Unds (000),111417.006,111823.243
TOTAL TRADICIONALES,ACEITES COMESTIBLES,OTRAS MARCAS,Vtas Unds (000),11252.99,20040.221
TOTAL TRADICIONALES,ACEITES COMESTIBLES,MIRASOL,Vtas Unds (000),33633.898,21947.904
TOTAL TRADICIONALES,ACEITES COMESTIBLES,PRIMOR,Vtas Unds (000),9487.016,9201.321
TOTAL TRADICIONALES,ACEITES COMESTIBLES,LA PATRONA,Vtas Unds (000),6894.866,12916.026
TOTAL TRADICIONALES,ACEITES COMESTIBLES,COCINERO,Vtas Unds (000),3506.441,3914.166
TOTAL TRADICIONALES,AGUAS,,Vtas Unds (000),501063.331,539029.566
TOTAL TRADICIONALES,AGUAS,CIELO,Vtas Unds (000),221592.094,218365.127
TOTAL TRADICIONALES,AGUAS,SAN LUIS,Vtas Unds (000),69689.266,84109.903
TOTAL TRADICIONALES,AGUAS,LOA,Vtas Unds (000),42527.758,64051.172
TOTAL TRADICIONALES,AGUAS,SAN CARLOS,Vtas Unds (000),58974.215,60190.002
TOTAL TRADICIONALES,AGUAS,SAN MATEO,Vtas Unds (000),38452.523,33805.455
TOTAL TRADICIONALES,AVENAS,,Vtas Unds (000),73320.698,66974.805
TOTAL TRADICIONALES,AVENAS,3 OSITOS,Vtas Unds (000),37445.986,32178.552
TOTAL TRADICIONALES,AVENAS,QUAKER,Vtas Unds (000),19325.828,17467.399
TOTAL TRADICIONALES,AVENAS,GRANO DE ORO (AGROIND.SANTA MARIA),Vtas Unds (000),8463.282,8955.321
TOTAL TRADICIONALES,AVENAS,SANTA CATALINA,Vtas Unds (000),7039.022,7171.502
TOTAL TRADICIONALES,AVENAS,O. MARCAS,Vtas Unds (000),910.605,1133.273
TOTAL TRADICIONALES,BARRAS,,Vtas Unds (000),5473.221,5752.729
TOTAL TRADICIONALES,BARRAS,CEREAL BAR,Vtas Unds (000),5434.31,5709.914
TOTAL TRADICIONALES,BARRAS,O MARCAS,Vtas Unds (000),27.237,41.249
TOTAL TRADICIONALES,BARRAS,QUINOA BARS,Vtas Unds (000),9.202,0.599
TOTAL TRADICIONALES,BARRAS,CROSOY,Vtas Unds (000),,0.967
TOTAL TRADICIONALES,BARRAS,NATURE VALLEY,Vtas Unds (000),2.471,0
TOTAL TRADICIONALES,CAFE MOLIDO Y EN GRANO,,Vtas Unds (000),6523.214,6614.16
TOTAL TRADICIONALES,CAFE MOLIDO Y EN GRANO,CAFETAL SELECTO,Vtas Unds (000),3875.012,4003.125
TOTAL TRADICIONALES,CAFE MOLIDO Y EN GRANO,O.MARCAS,Vtas Unds (000),476.656,553.183
TOTAL TRADICIONALES,CAFE MOLIDO Y EN GRANO,ALTOMAYO CLASICO,Vtas Unds (000),179.528,112.305
TOTAL TRADICIONALES,CAFE MOLIDO Y EN GRANO,ALTOMAYO GOURMET,Vtas Unds (000),90.069,72.041
TOTAL TRADICIONALES,CAFE MOLIDO Y EN GRANO,LA CHOLITA,Vtas Unds (000),1875.821,1802.827
TOTAL TRADICIONALES,CAFE SOLUBLE Y MALTAS,,Vtas Unds (000),195246.207,202260.913
TOTAL TRADICIONALES,CAFE SOLUBLE Y MALTAS,ALTOMAYO,Vtas Unds (000),76291.204,77068.238
TOTAL TRADICIONALES,CAFE SOLUBLE Y MALTAS,NESCAFE,Vtas Unds (000),87810.47,87462.155
TOTAL TRADICIONALES,CAFE SOLUBLE Y MALTAS,ECCO,Vtas Unds (000),12686.408,13894.505
TOTAL TRADICIONALES,CAFE SOLUBLE Y MALTAS,CAFETAL,Vtas Unds (000),2187.671,8459.459
TOTAL TRADICIONALES,CAFE SOLUBLE Y MALTAS,DON CAFE,Vtas Unds (000),8298.169,7859.487
TOTAL TRADICIONALES,CALDOS EN CUBO,,Vtas Unds (000),249701.612,240596.669
TOTAL TRADICIONALES,CALDOS EN CUBO,DONA GUSTA,Vtas Unds (000),215519.814,210846.157
TOTAL TRADICIONALES,CALDOS EN CUBO,MAGGI,Vtas Unds (000),34181.566,29750.512
TOTAL TRADICIONALES,CALDOS EN CUBO,O MARCAS,Vtas Unds (000),0.232,0
TOTAL TRADICIONALES,CEPILLOS DENTALES,,Vtas Unds (000),17890.068,16336.021
TOTAL TRADICIONALES,CEPILLOS DENTALES,COLGATE,Vtas Unds (000),9891.584,8827.686
TOTAL TRADICIONALES,CEPILLOS DENTALES,ORAL B,Vtas Unds (000),2642.29,2325.357
TOTAL TRADICIONALES,CEPILLOS DENTALES,KOLYNOS,Vtas Unds (000),2267.912,1886.59
TOTAL TRADICIONALES,CEPILLOS DENTALES,DENTO,Vtas Unds (000),1520.707,1846.893
TOTAL TRADICIONALES,CEPILLOS DENTALES,O. MARCAS,Vtas Unds (000),1204.776,1113.326
TOTAL TRADICIONALES,CEREALES LISTOS,,Vtas Unds (000),83176.177,83735.781
TOTAL TRADICIONALES,CEREALES LISTOS,ANGEL,Vtas Unds (000),76402.226,76262.655
TOTAL TRADICIONALES,CEREALES LISTOS,O.MARCAS,Vtas Unds (000),5395.874,6001.603
TOTAL TRADICIONALES,CEREALES LISTOS,N. CHOCAPIC,Vtas Unds (000),221.213,220.275
TOTAL TRADICIONALES,CEREALES LISTOS,K.ZUCARITAS,Vtas Unds (000),137.736,425.034
TOTAL TRADICIONALES,CEREALES LISTOS,K.FROOT LOOPS,Vtas Unds (000),31.606,268.552
TOTAL TRADICIONALES,CHOCOLATES,,Vtas Unds (000),211473.521,197708.11
TOTAL TRADICIONALES,CHOCOLATES,SUBLIME,Vtas Unds (000),51866.694,51031.539
TOTAL TRADICIONALES,CHOCOLATES,TRIANGULO,Vtas Unds (000),28018.465,27670.678
TOTAL TRADICIONALES,CHOCOLATES,PRINCESA,Vtas Unds (000),14943.265,16227.043
TOTAL TRADICIONALES,CHOCOLATES,VIZZIO,Vtas Unds (000),12900.844,10487.874
TOTAL TRADICIONALES,CHOCOLATES,CHIN CHIN,Vtas Unds (000),20044.136,18928.799
TOTAL TRADICIONALES,CHOCOLATES P/TAZA Y REPOSTERIA,,Vtas Unds (000),14705.176,14936.397
TOTAL TRADICIONALES,CHOCOLATES P/TAZA Y REPOSTERIA,SOL DEL CUSCO,Vtas Unds (000),6613.326,7003.649
TOTAL TRADICIONALES,CHOCOLATES P/TAZA Y REPOSTERIA,O. MARCAS,Vtas Unds (000),3880.515,3835.414
TOTAL TRADICIONALES,CHOCOLATES P/TAZA Y REPOSTERIA,CUSCO REAL,Vtas Unds (000),638.251,1284.949
TOTAL TRADICIONALES,CHOCOLATES P/TAZA Y REPOSTERIA,WINTER S,Vtas Unds (000),826.339,430.809
TOTAL TRADICIONALES,CHOCOLATES P/TAZA Y REPOSTERIA,M PROPIAS,Vtas Unds (000),792.22,671.966
TOTAL TRADICIONALES,CREMAS FACIALES,,Vtas Unds (000),9535.178,9759.871
TOTAL TRADICIONALES,CREMAS FACIALES,POND S,Vtas Unds (000),8832.937,9175.619
TOTAL TRADICIONALES,CREMAS FACIALES,NIVEA,Vtas Unds (000),310.523,307.202
TOTAL TRADICIONALES,CREMAS FACIALES,LA COOPER,Vtas Unds (000),40.035,110.771
TOTAL TRADICIONALES,CREMAS FACIALES,TEATRICAL,Vtas Unds (000),280.914,118.068
TOTAL TRADICIONALES,CREMAS FACIALES,ASEPXIA,Vtas Unds (000),15.177,8.864
TOTAL TRADICIONALES,CREMAS MANOS Y CUERPO,,Vtas Unds (000),191.048,145.193
TOTAL TRADICIONALES,CREMAS MANOS Y CUERPO,NIVEA,Vtas Unds (000),140.511,98.062
TOTAL TRADICIONALES,CREMAS MANOS Y CUERPO,O.MARCAS,Vtas Unds (000),23.462,6.535
TOTAL TRADICIONALES,CREMAS MANOS Y CUERPO,JOHNSON S,Vtas Unds (000),14.221,10.752
TOTAL TRADICIONALES,CREMAS MANOS Y CUERPO,CICATRICURE,Vtas Unds (000),0.333,21.195
TOTAL TRADICIONALES,CREMAS MANOS Y CUERPO,PORTUGAL,Vtas Unds (000),6.105,3.399
TOTAL TRADICIONALES,DESODORANTES CORPORALES,,Vtas Unds (000),40572.612,38527.075
TOTAL TRADICIONALES,DESODORANTES CORPORALES,REXONA,Vtas Unds (000),21610.677,21062.7
TOTAL TRADICIONALES,DESODORANTES CORPORALES,LADY SPEED STICK,Vtas Unds (000),7138.197,7003.006
TOTAL TRADICIONALES,DESODORANTES CORPORALES,SPEED STICK,Vtas Unds (000),4650.63,4746.3
TOTAL TRADICIONALES,DESODORANTES CORPORALES,NIVEA,Vtas Unds (000),5047.548,4424.698
TOTAL TRADICIONALES,DESODORANTES CORPORALES,AXE,Vtas Unds (000),414.238,349.209
TOTAL TRADICIONALES,DETERGENTES,,Vtas Unds (000),264961.653,267395.328
TOTAL TRADICIONALES,DETERGENTES,MARSELLA,Vtas Unds (000),36096.135,31633.487
TOTAL TRADICIONALES,DETERGENTES,OPAL,Vtas Unds (000),20597.895,18754.47
TOTAL TRADICIONALES,DETERGENTES,PATITO,Vtas Unds (000),98645.911,76423.731
TOTAL TRADICIONALES,DETERGENTES,BOLIVAR,Vtas Unds (000),14448.748,14077.886
TOTAL TRADICIONALES,DETERGENTES,ARIEL,Vtas Unds (000),10349.699,8496.812
TOTAL TRADICIONALES,GALLETITAS,,Vtas Unds (000),734284.399,695562.543
TOTAL TRADICIONALES,GALLETITAS,SAN JORGE,Vtas Unds (000),77646.53,77755.447
TOTAL TRADICIONALES,GALLETITAS,VICTORIA,Vtas Unds (000),104855.809,111894.002
TOTAL TRADICIONALES,GALLETITAS,FIELD,Vtas Unds (000),71296.135,69814.246
TOTAL TRADICIONALES,GALLETITAS,RITZ,Vtas Unds (000),57167.229,54943.394
TOTAL TRADICIONALES,GALLETITAS,GN,Vtas Unds (000),135636.134,113236.287
TOTAL TRADICIONALES,GOMAS DE MASCAR,,Vtas Unds (000),421464.355,404499.619
TOTAL TRADICIONALES,GOMAS DE MASCAR,TRIDENT,Vtas Unds (000),43000.399,48620.042
TOTAL TRADICIONALES,GOMAS DE MASCAR,CHICLETS ADAMS,Vtas Unds (000),60882.683,54652.758
TOTAL TRADICIONALES,GOMAS DE MASCAR,BOOGIE,Vtas Unds (000),81476.355,82155.105
TOTAL TRADICIONALES,GOMAS DE MASCAR,BUBBALOO,Vtas Unds (000),29820.714,34315.862
TOTAL TRADICIONALES,GOMAS DE MASCAR,CLORETS,Vtas Unds (000),17615.575,16040.884
TOTAL TRADICIONALES,GUARNICIONES PARA COPETIN,,Vtas Unds (000),344016.11,281610.306
TOTAL TRADICIONALES,GUARNICIONES PARA COPETIN,LAY S,Vtas Unds (000),52196.333,36445.637
TOTAL TRADICIONALES,GUARNICIONES PARA COPETIN,DORITOS,Vtas Unds (000),33231.208,29952.283
TOTAL TRADICIONALES,GUARNICIONES PARA COPETIN,CHEETOS,Vtas Unds (000),51890.95,39840.69
TOTAL TRADICIONALES,GUARNICIONES PARA COPETIN,INKA CHIPS,Vtas Unds (000),7721.624,21147.549
TOTAL TRADICIONALES,GUARNICIONES PARA COPETIN,KARINTO,Vtas Unds (000),76856.258,44915.32
TOTAL TRADICIONALES,HOJAS Y SISTEMAS,,Vtas Unds (000),50707.937,46214.164
TOTAL TRADICIONALES,HOJAS Y SISTEMAS,PRESTOBARBA 3,Vtas Unds (000),8871.781,8003.878
TOTAL TRADICIONALES,HOJAS Y SISTEMAS,COLT II,Vtas Unds (000),10456.29,9253.438
TOTAL TRADICIONALES,HOJAS Y SISTEMAS,ULTRAGRIP 2,Vtas Unds (000),4783.33,4514.186
TOTAL TRADICIONALES,HOJAS Y SISTEMAS,QUATTRO TITANIUM,Vtas Unds (000),2743.593,2789.816
TOTAL TRADICIONALES,HOJAS Y SISTEMAS,ULTRABARBA,Vtas Unds (000),5832.141,5501.336
TOTAL TRADICIONALES,I.URINARIA,,Vtas Unds (000),517.947,387.652
TOTAL TRADICIONALES,I.URINARIA,PLENITUD PRACTIPA-AL,Vtas Unds (000),337.484,266.811
TOTAL TRADICIONALES,I.URINARIA,PLENITUD CLASSIC,Vtas Unds (000),21.86,15.742
TOTAL TRADICIONALES,I.URINARIA,PRUDENTIAL CONFORT,Vtas Unds (000),20.39,11.45
TOTAL TRADICIONALES,I.URINARIA,TENA SLIP ULTRA,Vtas Unds (000),53.199,23.098
TOTAL TRADICIONALES,I.URINARIA,PLENITUD PROTECT,Vtas Unds (000),31.011,4.996
TOTAL TRADICIONALES,INSECTICIDAS,,Vtas Unds (000),8923.019,8818.675
TOTAL TRADICIONALES,INSECTICIDAS,SAPOLIO,Vtas Unds (000),2281.641,1661.739
TOTAL TRADICIONALES,INSECTICIDAS,ALL OTHER,Vtas Unds (000),3387.979,3636.271
TOTAL TRADICIONALES,INSECTICIDAS,COCK,Vtas Unds (000),2836.375,3275.188
TOTAL TRADICIONALES,INSECTICIDAS,BAYGON,Vtas Unds (000),247.262,146.284
TOTAL TRADICIONALES,INSECTICIDAS,RAID,Vtas Unds (000),138.362,79.056
TOTAL TRADICIONALES,JABON DE TOCADOR,,Vtas Unds (000),55135.529,51878.651
TOTAL TRADICIONALES,JABON DE TOCADOR,PROTEX,Vtas Unds (000),11788.05,11586.948
TOTAL TRADICIONALES,JABON DE TOCADOR,NEKO,Vtas Unds (000),9015.199,6619.976
TOTAL TRADICIONALES,JABON DE TOCADOR,PALMOLIVE,Vtas Unds (000),6681.416,6771.111
TOTAL TRADICIONALES,JABON DE TOCADOR,HENO DE PRAVIA,Vtas Unds (000),4220.346,3694.694
TOTAL TRADICIONALES,JABON DE TOCADOR,MONCLER,Vtas Unds (000),4217.798,3719.422
TOTAL TRADICIONALES,JABON EN BARRA,,Vtas Unds (000),40861.468,40137.937
TOTAL TRADICIONALES,JABON EN BARRA,BOLIVAR,Vtas Unds (000),20310.975,20728.209
TOTAL TRADICIONALES,JABON EN BARRA,TROME (ALICORP),Vtas Unds (000),6732.042,6821.229
TOTAL TRADICIONALES,JABON EN BARRA,O MARCAS,Vtas Unds (000),2804.003,2547.493
TOTAL TRADICIONALES,JABON EN BARRA,SAN ISIDRO,Vtas Unds (000),2483.004,2852.333
TOTAL TRADICIONALES,JABON EN BARRA,JUMBO,Vtas Unds (000),3396.224,2135.137
TOTAL TRADICIONALES,JUGOS EN POLVO,,Vtas Unds (000),30686.319,35154.02
TOTAL TRADICIONALES,JUGOS EN POLVO,ZUKO,Vtas Unds (000),21933.073,25302.174
TOTAL TRADICIONALES,JUGOS EN POLVO,UMSHA,Vtas Unds (000),7616.493,9606.041
TOTAL TRADICIONALES,JUGOS EN POLVO,NEGRITA,Vtas Unds (000),804.896,142.921
TOTAL TRADICIONALES,JUGOS EN POLVO,KANU,Vtas Unds (000),183.022,51.081
TOTAL TRADICIONALES,JUGOS EN POLVO,UNIVERSAL,Vtas Unds (000),124.118,43.787
TOTAL TRADICIONALES,LECHE CONDENSADA,,Vtas Unds (000),10844.521,10668.736
TOTAL TRADICIONALES,LECHE CONDENSADA,NESTLE,Vtas Unds (000),7053.315,6017.661
TOTAL TRADICIONALES,LECHE CONDENSADA,GLORIA,Vtas Unds (000),3341.809,3907.017
TOTAL TRADICIONALES,LECHE CONDENSADA,BONLE,Vtas Unds (000),434.353,735.313
TOTAL TRADICIONALES,LECHE CONDENSADA,O.MARCAS,Vtas Unds (000),15.043,8.316
TOTAL TRADICIONALES,LECHE CONDENSADA,M PROPIAS,Vtas Unds (000),,0.43
TOTAL TRADICIONALES,LECHE EVAPORADA,,Vtas Unds (000),333493.335,335310.217
TOTAL TRADICIONALES,LECHE EVAPORADA,GLORIA,Vtas Unds (000),225982.491,216289.103
TOTAL TRADICIONALES,LECHE EVAPORADA,IDEAL (NESTLE),Vtas Unds (000),40649.612,36569.268
TOTAL TRADICIONALES,LECHE EVAPORADA,BONLE,Vtas Unds (000),24052.152,46982.637
TOTAL TRADICIONALES,LECHE EVAPORADA,LAIVE,Vtas Unds (000),12421.763,11670.025
TOTAL TRADICIONALES,LECHE EVAPORADA,PURA VIDA (GLORIA),Vtas Unds (000),23190.954,17902.778
TOTAL TRADICIONALES,LECHES EN POLVO ENTE.Y DESCRE.,,Vtas Unds (000),1068.113,1135.678
TOTAL TRADICIONALES,LECHES EN POLVO ENTE.Y DESCRE.,ANCHOR (NESTLE),Vtas Unds (000),855.928,934.234
TOTAL TRADICIONALES,LECHES EN POLVO ENTE.Y DESCRE.,GLORIA,Vtas Unds (000),192.142,167.009
TOTAL TRADICIONALES,LECHES EN POLVO ENTE.Y DESCRE.,O.MARCAS,Vtas Unds (000),20.042,34.132
TOTAL TRADICIONALES,LECHES EN POLVO ENTE.Y DESCRE.,NAN 3,Vtas Unds (000),,0.303
TOTAL TRADICIONALES,LECHES EN POLVO ENTE.Y DESCRE.,PURA VIDA (GLORIA),Vtas Unds (000),0,
TOTAL TRADICIONALES,LECHES FLUIDAS,,Vtas Unds (000),27343.105,26486.741
TOTAL TRADICIONALES,LECHES FLUIDAS,GLORIA,Vtas Unds (000),20998.38,19553.259
TOTAL TRADICIONALES,LECHES FLUIDAS,LAIVE,Vtas Unds (000),2825.255,3027.595
TOTAL TRADICIONALES,LECHES FLUIDAS,VIGOR,Vtas Unds (000),2125.277,2719.171
TOTAL TRADICIONALES,LECHES FLUIDAS,LA PREFERIDA,Vtas Unds (000),917.994,861.699
TOTAL TRADICIONALES,LECHES FLUIDAS,BONLE,Vtas Unds (000),334.874,240.374
TOTAL TRADICIONALES,LEJIAS,,Vtas Unds (000),81035.113,79143.844
TOTAL TRADICIONALES,LEJIAS,CLOROX,Vtas Unds (000),42163.161,41946.537
TOTAL TRADICIONALES,LEJIAS,SAPOLIO,Vtas Unds (000),13266.854,12600.832
TOTAL TRADICIONALES,LEJIAS,LIGURIA,Vtas Unds (000),9693.146,9208.499
TOTAL TRADICIONALES,LEJIAS,OTROS,Vtas Unds (000),9064.077,9096.379
TOTAL TRADICIONALES,LEJIAS,CLORANDINA,Vtas Unds (000),3633.064,4106.917
TOTAL TRADICIONALES,LIMP. Y DESEN. LIQUIDOS,,Vtas Unds (000),29490.319,30075.545
TOTAL TRADICIONALES,LIMP. Y DESEN. LIQUIDOS,POETT,Vtas Unds (000),14900.46,14796.881
TOTAL TRADICIONALES,LIMP. Y DESEN. LIQUIDOS,SAPOLIO,Vtas Unds (000),9961.466,11268.134
TOTAL TRADICIONALES,LIMP. Y DESEN. LIQUIDOS,O MARCAS,Vtas Unds (000),2997.955,2498.498
TOTAL TRADICIONALES,LIMP. Y DESEN. LIQUIDOS,DKASA,Vtas Unds (000),930.29,933.893
TOTAL TRADICIONALES,LIMP. Y DESEN. LIQUIDOS,PINESOL,Vtas Unds (000),560.654,482.966
TOTAL TRADICIONALES,PAN ARABE Y TORTILLAS,,Vtas Unds (000),786.446,1043.6
TOTAL TRADICIONALES,PAN ARABE Y TORTILLAS,O. MARCAS,Vtas Unds (000),784.977,1043.6
TOTAL TRADICIONALES,PAN ARABE Y TORTILLAS,UNION,Vtas Unds (000),1.468,
TOTAL TRADICIONALES,PANALES DESCARTABLES P/BEBES,,Vtas Unds (000),161715.618,144562.868
TOTAL TRADICIONALES,PANALES DESCARTABLES P/BEBES,BABYSEC PREMIUM,Vtas Unds (000),63680.384,53304.159
TOTAL TRADICIONALES,PANALES DESCARTABLES P/BEBES,HUGGIES ACTIVE SEC,Vtas Unds (000),56681.722,49697.667
TOTAL TRADICIONALES,PANALES DESCARTABLES P/BEBES,HUGGIES TRIPLE PROTECCION,Vtas Unds (000),13824.657,18400.235
TOTAL TRADICIONALES,PANALES DESCARTABLES P/BEBES,BABYSEC ULTRASEC,Vtas Unds (000),21589.95,19122.59
TOTAL TRADICIONALES,PANALES DESCARTABLES P/BEBES,PAMPERS CONFORT SEC,Vtas Unds (000),2062.417,734.441
TOTAL TRADICIONALES,PAPEL HIGIENICO REG+HUM,,Vtas Unds (000),210368.015,190995.505
TOTAL TRADICIONALES,PAPEL HIGIENICO REG+HUM,PARACAS,Vtas Unds (000),45741.375,46953.472
TOTAL TRADICIONALES,PAPEL HIGIENICO REG+HUM,NOBLE,Vtas Unds (000),67001.421,61640.625
TOTAL TRADICIONALES,PAPEL HIGIENICO REG+HUM,SUAVE (KIMBERLY-CLARK),Vtas Unds (000),50214.816,42215.583
